housing_median_age,total_rooms,total_bedrooms,population,households,median_income,ocean_proximity,median_house_value
31,1852,452,917,359,1.725,<1H OCEAN,54300
19,2283,634,1184,453,1.2227,<1H OCEAN,76800
33,2985,591,1221,486,2.087,<1H OCEAN,82400
35,2052,477,900,402,1.9625,<1H OCEAN,101500
17,2019,496,899,347,2.1864,<1H OCEAN,101900
38,1327,262,784,231,1.8793,INLAND,60800
18,1109,283,1006,253,2.163,INLAND,53400
21,1024,218,890,232,2.101,INLAND,46700
33,1234,373,777,298,1,INLAND,40000
32,1995,523,1069,410,1.6552,INLAND,43300
37,709,187,390,142,2.4511,INLAND,72500
27,452,103,258,61,2.9,INLAND,87500
17,1009,231,745,217,2.0463,INLAND,61200
20,1121,244,766,230,2.2969,INLAND,62000
31,314,61,152,56,3.3472,INLAND,91700
29,1141,220,684,194,3.4038,INLAND,107800
17,841,146,473,154,3.1979,INLAND,113500
32,1615,382,1307,345,1.4583,INLAND,58600
21,1302,327,1244,316,2.2054,INLAND,66400
25,2578,634,2082,565,1.7159,INLAND,62200
20,1402,287,1104,317,1.9088,INLAND,63700
23,1459,373,1148,388,1.5372,INLAND,69400
27,1513,395,1121,381,1.9464,INLAND,60600
17,1697,268,911,254,4.3523,INLAND,96000
24,2565,530,1447,473,3.2593,INLAND,80800
41,2429,454,1188,430,3.0091,INLAND,70800
35,1583,340,933,318,2.4063,INLAND,70700
33,2266,365,952,360,5.4349,INLAND,143000
21,2164,480,1164,421,3.8177,INLAND,107200
34,2231,545,1568,510,1.5217,INLAND,60300
24,1617,366,1416,401,1.975,INLAND,66400
10,1879,387,1376,337,1.9911,INLAND,67500
34,591,139,327,89,3.6528,INLAND,100000
16,1136,196,481,185,6.2558,INLAND,146300
19,1087,171,649,173,3.3182,INLAND,113800
23,1458,294,866,275,2.3594,INLAND,74300
14,1276,270,867,261,1.9375,INLAND,80900
30,1602,322,1130,335,3.5735,INLAND,71100
38,1892,394,1175,374,1.9939,INLAND,65800
35,1263,262,950,241,1.8958,INLAND,67500
32,741,191,623,169,1.7604,INLAND,68600
33,1365,269,825,250,3.2396,INLAND,62300
17,1039,256,728,246,1.7411,INLAND,63500
29,1207,301,804,288,1.9531,INLAND,61100
31,1494,289,959,284,3.5282,INLAND,67500
20,1608,274,862,248,4.875,INLAND,90800
3,1629,317,1005,312,4.1293,INLAND,83200
19,541,104,457,106,3.3583,INLAND,102800
23,1228,235,569,235,3.1667,INLAND,125000
18,1564,340,1161,343,2.1792,INLAND,55200
44,472,81,206,57,2.2083,INLAND,93800
16,348,99,123,54,2.0938,INLAND,87500
19,377,69,198,55,1.625,INLAND,112500
5,805,143,458,143,4.475,INLAND,96300
34,1540,316,1013,274,2.5664,INLAND,67500
10,1088,203,533,201,3.6597,INLAND,87500
17,1492,426,1595,428,1.7188,INLAND,69900
16,1307,359,961,327,1.1853,INLAND,72600
16,2276,594,1184,513,1.875,INLAND,93800
21,1260,246,805,239,2.6172,INLAND,88500
18,1715,337,1166,333,2.2417,INLAND,79200
14,1527,325,1453,332,1.735,INLAND,61200
17,1190,275,1113,258,2.3571,INLAND,63100
13,330,72,822,64,3.4107,INLAND,142500
23,666,142,580,160,2.1136,INLAND,61000
22,565,162,692,141,1.2083,INLAND,53600
30,752,194,733,186,1.6607,INLAND,56100
23,1712,403,1370,377,1.275,INLAND,60400
23,1004,221,697,201,1.6351,INLAND,59600
33,1192,213,1066,211,4.5714,INLAND,68600
25,1311,375,1193,351,2.1979,INLAND,63900
28,1672,416,1335,397,1.5987,INLAND,59400
15,1171,328,1024,298,1.3882,INLAND,69400
18,1178,438,1377,429,1.3373,INLAND,58300
34,2856,555,1627,522,3.2083,INLAND,76200
20,2372,835,2283,767,1.1707,INLAND,62500
50,1291,277,864,274,1.6667,INLAND,68100
46,2511,490,1583,469,3.0603,INLAND,70800
35,1185,202,615,191,4.6154,INLAND,86200
25,2007,301,1135,332,5.128,INLAND,99600
29,1568,283,848,245,3.1597,INLAND,76200
5,2652,606,1767,536,2.8025,INLAND,84300
5,2494,414,1416,421,5.7843,INLAND,110100
8,2183,307,1000,287,6.3814,INLAND,159900
14,1687,507,762,451,1.6635,INLAND,64400
34,1152,208,621,208,3.6042,INLAND,73600
29,2321,367,1173,360,4.0375,INLAND,86400
20,1534,235,871,222,6.2715,INLAND,97200
15,1413,279,803,277,4.3021,INLAND,87500
15,1278,217,653,185,4.4821,INLAND,140300
30,935,177,649,148,2.5769,INLAND,94400
17,1960,389,1691,356,1.899,INLAND,64000
19,583,113,531,134,1.6838,INLAND,95800
25,2322,573,2185,602,1.375,INLAND,70100
24,1266,275,1083,298,1.4828,INLAND,73100
15,3414,666,2097,622,2.3319,INLAND,91200
18,3631,913,3565,924,1.5931,INLAND,88400
35,2159,492,1694,475,2.1776,INLAND,75500
29,1523,440,1302,393,1.1311,INLAND,84700
11,2872,610,2644,581,2.625,INLAND,72700
6,2804,581,2807,594,2.0625,INLAND,67700
17,290,94,135,57,1.7292,INLAND,81300
16,245,57,81,33,1.2639,INLAND,51300
15,208,49,51,20,4.0208,INLAND,32500
26,1134,280,329,158,1.4338,INLAND,43900
18,414,86,98,54,1.5417,INLAND,57500
20,1996,515,659,295,2.8684,INLAND,62800
15,1945,536,515,273,2.0109,INLAND,54300
5,186,43,41,21,2.7,INLAND,58800
8,240,46,63,24,1.4688,INLAND,53800
15,459,95,160,73,0.922,INLAND,67500
19,1210,248,329,155,1.7857,INLAND,62800
27,322,81,112,57,1.125,INLAND,54400
12,99,25,37,17,1.8958,INLAND,53800
2,96,18,30,16,5.3374,INLAND,47500
24,796,243,227,139,0.8964,INLAND,59200
18,1183,363,374,127,3.1607,INLAND,57500
19,749,238,476,169,1.7727,INLAND,50000
23,1586,448,338,182,1.2132,INLAND,30000
21,44,33,64,27,0.8571,INLAND,25000
19,2570,820,1431,608,1.275,INLAND,56100
15,1448,378,949,300,0.8585,INLAND,45000
17,1388,386,775,320,1.2049,INLAND,44000
16,3806,794,1501,714,2.1212,INLAND,108300
19,2460,405,1225,425,4.1576,INLAND,141500
19,2682,518,1134,399,3.2132,INLAND,166000
20,1468,283,721,270,3.0817,INLAND,118800
26,3135,524,1385,523,4.337,INLAND,139700
21,3302,557,1413,520,4.375,INLAND,180400
18,2281,520,1425,465,1.7388,INLAND,54400
34,2465,619,1172,575,1.9722,INLAND,116100
25,3295,824,1477,770,1.8325,INLAND,105800
38,1813,410,902,396,2.3261,INLAND,98400
22,3480,673,1541,636,2.75,INLAND,94500
19,99,26,51,22,1.7292,INLAND,137500
35,2563,530,861,371,2.325,INLAND,80600
34,2090,478,896,426,2.0357,INLAND,74200
23,2311,487,1019,384,2.2574,INLAND,104700
25,1709,439,632,292,1.7868,INLAND,45500
19,619,239,490,164,2.1,INLAND,14999
14,1372,386,436,213,1.1471,INLAND,32900
42,2271,458,1124,447,2.7583,INLAND,64900
45,1628,352,754,334,2.5703,INLAND,62400
38,2952,598,1491,568,2.6094,INLAND,67900
14,3520,604,1748,582,4.3162,INLAND,87100
5,2133,487,1182,438,3.0268,INLAND,77000
29,3415,631,1527,597,4.0125,INLAND,84400
39,2033,370,956,379,3.1736,INLAND,70700
40,1089,226,520,218,2.2727,INLAND,67200
36,2044,447,1021,374,1.8472,INLAND,57400
40,1912,439,1015,413,1.4598,INLAND,52600
42,1705,418,905,393,1.6286,INLAND,54600
41,1808,435,1005,373,1.7857,INLAND,54300
47,1691,402,913,358,1.8403,INLAND,54700
41,1992,421,1006,419,2.8393,INLAND,57000
35,2353,483,1368,455,2.325,INLAND,63200
21,2534,554,1297,517,2.0575,INLAND,67000
41,2221,516,1106,473,1.97,INLAND,51900
37,1761,443,911,365,2.0331,INLAND,53200
25,1577,310,844,309,3.0625,INLAND,69400
31,2348,701,1413,611,1.3222,INLAND,51400
35,2608,620,1566,583,2.1818,INLAND,63500
20,3268,833,1622,758,1.3587,INLAND,67500
10,4159,608,2089,591,5.5261,INLAND,132000
19,3889,832,1872,731,2.6812,INLAND,107600
12,3449,522,1754,551,5.6235,INLAND,130600
52,154,101,37,16,10.0263,INLAND,200000
28,254,35,118,37,4.8571,INLAND,237500
18,1894,319,846,317,3.8611,INLAND,126400
10,6435,1040,3242,1030,5.575,INLAND,132200
11,8739,2190,4781,1919,1.7109,INLAND,44600
29,1820,459,1134,419,1.8289,INLAND,59400
36,790,224,426,208,1.4427,INLAND,50600
30,227,75,169,101,1.3527,INLAND,60000
43,2225,392,890,374,4.0208,INLAND,90400
48,1908,331,789,321,3.5714,INLAND,84600
44,2250,378,928,379,4.3906,INLAND,93900
42,2839,516,1203,487,3.7708,INLAND,79400
51,1373,284,648,300,2.8295,INLAND,72100
36,1896,315,937,303,3.996,INLAND,85500
34,1859,323,854,309,3.1906,INLAND,76200
34,813,171,440,170,2.8393,INLAND,69800
36,1443,273,680,259,2.9821,INLAND,73100
36,1864,331,1052,325,3.4205,INLAND,76600
36,1482,266,640,274,3.875,INLAND,94500
